gamma,experiment_type,run_id,parent_id,parent_layer,child_id,child_layer,layer_transition,js_distance,parent_doc_count,child_doc_count
0.005,single,3,76.0,1.0,2183.0,2.0,1->2,0.5196266314888978,12.0,8.0
0.005,single,3,1.0,1.0,2196.0,2.0,1->2,0.6423655112313377,477.0,15.0
0.005,single,3,1.0,1.0,2257.0,2.0,1->2,0.6172875060960815,477.0,7.0
0.005,single,3,0.0,0.0,2318.0,1.0,0->1,0.6311447092419409,970.0,10.0
0.005,single,3,0.0,0.0,2398.0,1.0,0->1,0.6213289576920353,970.0,15.0
0.005,single,3,1.0,1.0,2407.0,2.0,1->2,0.606155094756036,477.0,12.0
0.005,single,3,2398.0,1.0,2409.0,2.0,1->2,0.4878750612199173,15.0,8.0
0.005,single,3,2318.0,1.0,2418.0,2.0,1->2,0.5578167491138382,10.0,9.0
0.005,single,3,14.0,1.0,2420.0,2.0,1->2,0.5109312298822496,12.0,6.0
0.005,single,3,0.0,0.0,2500.0,1.0,0->1,0.6302674561261131,970.0,8.0
0.005,single,3,1432.0,1.0,2574.0,2.0,1->2,0.4730513630503699,17.0,6.0
0.005,single,3,1.0,1.0,2583.0,2.0,1->2,0.6175243070147838,477.0,4.0
0.005,single,3,477.0,1.0,2660.0,2.0,1->2,0.4889221860234606,10.0,5.0
0.005,single,3,1993.0,1.0,2808.0,2.0,1->2,0.4938796475230721,11.0,7.0
0.005,single,3,1.0,1.0,2844.0,2.0,1->2,0.5988616178276924,477.0,4.0
0.005,single,3,0.0,0.0,2860.0,1.0,0->1,0.5897025958154476,970.0,8.0
0.005,single,3,0.0,0.0,2926.0,1.0,0->1,0.6193789782584459,970.0,8.0
0.005,single,3,691.0,1.0,2932.0,2.0,1->2,0.5479322608588449,9.0,7.0
0.005,single,3,338.0,1.0,2938.0,2.0,1->2,0.5527622753840533,14.0,5.0
0.005,single,3,1.0,1.0,3005.0,2.0,1->2,0.6046140220419457,477.0,4.0
0.005,single,3,0.0,0.0,3035.0,1.0,0->1,0.6201843972307876,970.0,12.0
0.005,single,3,257.0,1.0,3086.0,2.0,1->2,0.6103438223225064,21.0,4.0
0.005,single,3,70.0,1.0,3088.0,2.0,1->2,0.5612566883574793,18.0,7.0
0.005,single,3,1.0,1.0,3091.0,2.0,1->2,0.5975826583570438,477.0,4.0
0.005,single,3,1.0,1.0,3118.0,2.0,1->2,0.6007458179715699,477.0,4.0
0.005,single,3,0.0,0.0,3144.0,1.0,0->1,0.6263839105981724,970.0,18.0
0.005,single,3,3144.0,1.0,3145.0,2.0,1->2,0.5344930578762128,18.0,9.0
0.005,single,3,81.0,1.0,3153.0,2.0,1->2,0.560549830465795,22.0,11.0
0.005,single,3,2018.0,1.0,3162.0,2.0,1->2,0.5219754626128457,13.0,6.0
0.005,single,3,0.0,0.0,3179.0,1.0,0->1,0.5862800069165142,970.0,5.0
0.005,single,3,70.0,1.0,3192.0,2.0,1->2,0.5900326365967757,18.0,8.0
0.005,single,3,42.0,1.0,3304.0,2.0,1->2,0.5441928898872714,18.0,6.0
0.005,single,3,142.0,1.0,3361.0,2.0,1->2,0.4758730861173598,8.0,7.0
0.005,single,3,894.0,1.0,3365.0,2.0,1->2,0.5508687715232317,17.0,9.0
0.005,single,3,1.0,1.0,3372.0,2.0,1->2,0.6090091049195061,477.0,6.0
0.005,single,3,85.0,1.0,3417.0,2.0,1->2,0.5487983736350701,11.0,8.0
0.005,single,3,1.0,1.0,3472.0,2.0,1->2,0.6194939942836959,477.0,5.0
0.005,single,3,1793.0,1.0,3502.0,2.0,1->2,0.4531189271466145,6.0,6.0
0.005,single,3,2500.0,1.0,3512.0,2.0,1->2,0.5333892911816869,8.0,6.0
0.005,single,3,1993.0,1.0,3525.0,2.0,1->2,0.4629929555196733,11.0,3.0
0.005,single,3,1.0,1.0,3527.0,2.0,1->2,0.6093796196952332,477.0,6.0
0.005,single,3,3144.0,1.0,3550.0,2.0,1->2,0.4649846075615092,18.0,4.0
0.005,single,3,338.0,1.0,3554.0,2.0,1->2,0.5124555508233936,14.0,6.0
0.005,single,3,257.0,1.0,3567.0,2.0,1->2,0.5691889062246511,21.0,4.0
0.005,single,3,463.0,1.0,3587.0,2.0,1->2,0.4845885448262126,5.0,5.0
0.005,single,3,81.0,1.0,3603.0,2.0,1->2,0.5155776695500259,22.0,1.0
0.005,single,3,81.0,1.0,3616.0,2.0,1->2,0.5028374737732776,22.0,2.0
0.005,single,3,245.0,1.0,3639.0,2.0,1->2,0.4738413817577891,5.0,5.0
0.005,single,3,0.0,0.0,3650.0,1.0,0->1,0.606850331110405,970.0,11.0
0.005,single,3,3650.0,1.0,3651.0,2.0,1->2,0.5118114055461142,11.0,7.0
0.005,single,3,2018.0,1.0,3658.0,2.0,1->2,0.5129064212511836,13.0,4.0
0.005,single,3,2398.0,1.0,3666.0,2.0,1->2,0.4829137541188233,15.0,7.0
0.005,single,3,658.0,1.0,3669.0,2.0,1->2,0.5035503337470005,8.0,3.0
0.005,single,3,1.0,1.0,3670.0,2.0,1->2,0.6062432402113477,477.0,5.0
0.005,single,3,3650.0,1.0,3672.0,2.0,1->2,0.459103647943936,11.0,4.0
0.005,single,3,98.0,1.0,3691.0,2.0,1->2,0.5744494351307761,11.0,5.0
0.005,single,3,257.0,1.0,3696.0,2.0,1->2,0.5603512626153718,21.0,6.0
0.005,single,3,1.0,1.0,3704.0,2.0,1->2,0.5934283209310692,477.0,2.0
0.005,single,3,3035.0,1.0,3711.0,2.0,1->2,0.4773993468471542,12.0,3.0
0.005,single,3,39.0,1.0,3718.0,2.0,1->2,0.52686535552284,13.0,5.0
0.005,single,3,1.0,1.0,3721.0,2.0,1->2,0.6020843156763666,477.0,3.0
0.005,single,3,19.0,1.0,3727.0,2.0,1->2,0.4955420753328314,10.0,6.0
0.005,single,3,1.0,1.0,3731.0,2.0,1->2,0.6162875571066267,477.0,7.0
0.005,single,3,257.0,1.0,3732.0,2.0,1->2,0.5213568563169729,21.0,1.0
0.005,single,3,3035.0,1.0,3736.0,2.0,1->2,0.5454582572903374,12.0,7.0
0.005,single,3,0.0,0.0,3737.0,1.0,0->1,0.5958151640427345,970.0,4.0
0.005,single,3,723.0,1.0,3741.0,2.0,1->2,0.4760349842368456,11.0,2.0
0.005,single,3,2860.0,1.0,3754.0,2.0,1->2,0.3282405509112229,8.0,2.0
0.005,single,3,427.0,1.0,3756.0,2.0,1->2,0.3511315815796932,6.0,2.0
0.005,single,3,1.0,1.0,3757.0,2.0,1->2,0.6113305314520682,477.0,4.0
0.005,single,3,19.0,1.0,3765.0,2.0,1->2,0.5753691295583109,10.0,4.0
0.005,single,3,3179.0,1.0,3769.0,2.0,1->2,0.2828204154708474,5.0,1.0
0.005,single,3,224.0,1.0,3774.0,2.0,1->2,0.5239084558809477,16.0,3.0
0.005,single,3,1.0,1.0,3775.0,2.0,1->2,0.59291601013578,477.0,3.0
0.005,single,3,39.0,1.0,3781.0,2.0,1->2,0.5307754121184687,13.0,6.0
0.005,single,3,3737.0,1.0,3784.0,2.0,1->2,0.3145630445939197,4.0,3.0
0.005,single,3,2926.0,1.0,3788.0,2.0,1->2,0.4938353002006034,8.0,3.0
0.005,single,3,894.0,1.0,3793.0,2.0,1->2,0.5066122564297353,17.0,2.0
0.005,single,3,2860.0,1.0,3795.0,2.0,1->2,0.3681435228644827,8.0,3.0
0.005,single,3,2018.0,1.0,3797.0,2.0,1->2,0.4730268357374295,13.0,3.0
0.005,single,3,85.0,1.0,3798.0,2.0,1->2,0.5371271168760535,11.0,3.0
0.005,single,3,338.0,1.0,3800.0,2.0,1->2,0.5339586736615313,14.0,2.0
0.005,single,3,70.0,1.0,3802.0,2.0,1->2,0.5099175660460421,18.0,1.0
0.005,single,3,1989.0,1.0,3803.0,2.0,1->2,0.4381521028527784,6.0,4.0
0.005,single,3,98.0,1.0,3805.0,2.0,1->2,0.5261070832455728,11.0,6.0
0.005,single,3,1696.0,1.0,3806.0,2.0,1->2,0.4286465846638573,12.0,2.0
0.005,single,3,55.0,1.0,3812.0,2.0,1->2,0.482610671244075,9.0,2.0
0.005,single,3,142.0,1.0,3816.0,2.0,1->2,0.415543737130237,8.0,1.0
0.005,single,3,723.0,1.0,3820.0,2.0,1->2,0.5091721555642535,11.0,2.0
0.005,single,3,345.0,1.0,3821.0,2.0,1->2,0.5097792420736433,18.0,5.0
0.005,single,3,658.0,1.0,3826.0,2.0,1->2,0.481165628220895,8.0,5.0
0.005,single,3,2860.0,1.0,3827.0,2.0,1->2,0.3164627508380112,8.0,1.0
0.005,single,3,1049.0,1.0,3828.0,2.0,1->2,0.4679567404275516,7.0,6.0
0.005,single,3,2926.0,1.0,3830.0,2.0,1->2,0.466023318064109,8.0,5.0
0.005,single,3,1.0,1.0,3832.0,2.0,1->2,0.590291949415501,477.0,3.0
0.005,single,3,55.0,1.0,3834.0,2.0,1->2,0.4857917844201314,9.0,4.0
0.005,single,3,70.0,1.0,3835.0,2.0,1->2,0.5218384965929094,18.0,1.0
0.005,single,3,3179.0,1.0,3839.0,2.0,1->2,0.3847718601864653,5.0,2.0
0.005,single,3,3179.0,1.0,3840.0,2.0,1->2,0.2626669645848754,5.0,1.0
0.005,single,3,0.0,0.0,3841.0,1.0,0->1,0.6083795232874823,970.0,1.0
0.005,single,3,3841.0,1.0,3842.0,2.0,1->2,0.2213174974102114,1.0,1.0
0.005,single,3,3035.0,1.0,3846.0,2.0,1->2,0.4329404170265675,12.0,2.0
0.005,single,3,3144.0,1.0,3849.0,2.0,1->2,0.5455587474321129,18.0,3.0
0.005,single,3,1696.0,1.0,3851.0,2.0,1->2,0.4474518754211112,12.0,3.0
0.005,single,3,81.0,1.0,3854.0,2.0,1->2,0.5344069024569202,22.0,2.0
0.005,single,3,14.0,1.0,3856.0,2.0,1->2,0.4668458692194642,12.0,3.0
0.005,single,3,691.0,1.0,3859.0,2.0,1->2,0.4603696417575215,9.0,2.0
0.005,single,3,55.0,1.0,3860.0,2.0,1->2,0.4194738439964287,9.0,2.0
0.005,single,3,257.0,1.0,3863.0,2.0,1->2,0.5481601792820591,21.0,2.0
0.005,single,3,1993.0,1.0,3864.0,2.0,1->2,0.413086278181578,11.0,1.0
0.005,single,3,14.0,1.0,3866.0,2.0,1->2,0.531166988240759,12.0,2.0
0.005,single,3,338.0,1.0,3867.0,2.0,1->2,0.4805278335148818,14.0,1.0
0.005,single,3,894.0,1.0,3868.0,2.0,1->2,0.4854998772115718,17.0,1.0
0.005,single,3,3737.0,1.0,3869.0,2.0,1->2,0.3090483238973427,4.0,1.0
0.005,single,3,76.0,1.0,3870.0,2.0,1->2,0.4224886366551733,12.0,3.0
0.005,single,3,345.0,1.0,3871.0,2.0,1->2,0.4824507386967168,18.0,2.0
0.005,single,3,100.0,1.0,3872.0,2.0,1->2,0.5462781336398759,21.0,3.0
0.005,single,3,2860.0,1.0,3873.0,2.0,1->2,0.3570456951997814,8.0,1.0
0.005,single,3,81.0,1.0,3874.0,2.0,1->2,0.5426413696457971,22.0,1.0
0.005,single,3,3144.0,1.0,3875.0,2.0,1->2,0.3710138550416082,18.0,2.0
0.005,single,3,0.0,0.0,3876.0,1.0,0->1,0.6246212234763995,970.0,5.0
0.005,single,3,3876.0,1.0,3877.0,2.0,1->2,0.3709137785906943,5.0,3.0
0.005,single,3,2500.0,1.0,3878.0,2.0,1->2,0.5024683640311416,8.0,2.0
0.005,single,3,1432.0,1.0,3879.0,2.0,1->2,0.5095893388645514,17.0,4.0
0.005,single,3,100.0,1.0,3880.0,2.0,1->2,0.576574548763797,21.0,2.0
0.005,single,3,76.0,1.0,3881.0,2.0,1->2,0.4737028326279662,12.0,1.0
0.005,single,3,2318.0,1.0,3882.0,2.0,1->2,0.4467608101369747,10.0,1.0
0.005,single,3,39.0,1.0,3883.0,2.0,1->2,0.5391043203890944,13.0,2.0
0.005,single,3,0.0,0.0,3884.0,1.0,0->1,0.61123643255641,970.0,1.0
0.005,single,3,3884.0,1.0,3885.0,2.0,1->2,0.315334926712381,1.0,1.0
0.005,single,3,70.0,1.0,3886.0,2.0,1->2,0.5308047468427773,18.0,1.0
0.005,single,3,100.0,1.0,3887.0,2.0,1->2,0.5408525553181716,21.0,1.0
0.005,single,3,14.0,1.0,3888.0,2.0,1->2,0.4952931580414305,12.0,1.0
0.005,single,3,2860.0,1.0,3889.0,2.0,1->2,0.2771201132611834,8.0,1.0
0.005,single,3,1696.0,1.0,3890.0,2.0,1->2,0.4594971041304005,12.0,2.0
0.005,single,3,345.0,1.0,3891.0,2.0,1->2,0.5047827941524842,18.0,1.0
0.005,single,3,1049.0,1.0,3892.0,2.0,1->2,0.4243069641246619,7.0,1.0
0.005,single,3,894.0,1.0,3893.0,2.0,1->2,0.5443152698586743,17.0,1.0
0.005,single,3,3876.0,1.0,3894.0,2.0,1->2,0.4247549184762487,5.0,1.0
0.005,single,3,55.0,1.0,3895.0,2.0,1->2,0.4788225392893096,9.0,1.0
0.005,single,3,1989.0,1.0,3896.0,2.0,1->2,0.4308314007396371,6.0,1.0
0.005,single,3,3876.0,1.0,3897.0,2.0,1->2,0.4272485721128276,5.0,1.0
0.005,single,3,1989.0,1.0,3898.0,2.0,1->2,0.3939729538928886,6.0,1.0
0.005,single,3,3179.0,1.0,3899.0,2.0,1->2,0.3535450164107465,5.0,1.0
0.001,single,1,0.0,0.0,1.0,1.0,0->1,0.4692165854117578,970.0,588.0
0.001,single,1,1.0,1.0,2.0,2.0,1->2,0.5500729596069238,588.0,346.0
0.001,single,1,0.0,0.0,3.0,1.0,0->1,0.6167268250328997,970.0,19.0
0.001,single,1,3.0,1.0,4.0,2.0,1->2,0.5118514932608921,19.0,5.0
0.001,single,1,0.0,0.0,20.0,1.0,0->1,0.6336221879638451,970.0,5.0
0.001,single,1,1.0,1.0,23.0,2.0,1->2,0.6258013702961982,588.0,13.0
0.001,single,1,1.0,1.0,27.0,2.0,1->2,0.591241442128308,588.0,3.0
0.001,single,1,1.0,1.0,32.0,2.0,1->2,0.5934612159874936,588.0,12.0
0.001,single,1,1.0,1.0,34.0,2.0,1->2,0.6308334246866172,588.0,11.0
0.001,single,1,3.0,1.0,36.0,2.0,1->2,0.5299905371229687,19.0,7.0
0.001,single,1,1.0,1.0,39.0,2.0,1->2,0.606750412248128,588.0,9.0
0.001,single,1,0.0,0.0,51.0,1.0,0->1,0.6384795384449271,970.0,14.0
0.001,single,1,0.0,0.0,53.0,1.0,0->1,0.5918669889797108,970.0,8.0
0.001,single,1,53.0,1.0,54.0,2.0,1->2,0.4945032716798483,8.0,4.0
0.001,single,1,1.0,1.0,59.0,2.0,1->2,0.6037730525512338,588.0,7.0
0.001,single,1,0.0,0.0,62.0,1.0,0->1,0.6180037807084535,970.0,9.0
0.001,single,1,1.0,1.0,64.0,2.0,1->2,0.6355858694737218,588.0,11.0
0.001,single,1,0.0,0.0,68.0,1.0,0->1,0.6457235713370787,970.0,19.0
0.001,single,1,0.0,0.0,74.0,1.0,0->1,0.6160980515573548,970.0,12.0
0.001,single,1,1.0,1.0,88.0,2.0,1->2,0.5998869604166001,588.0,7.0
0.001,single,1,0.0,0.0,91.0,1.0,0->1,0.6417728082138273,970.0,19.0
0.001,single,1,0.0,0.0,101.0,1.0,0->1,0.602544103821654,970.0,9.0
0.001,single,1,1.0,1.0,123.0,2.0,1->2,0.6420534740618636,588.0,12.0
0.001,single,1,1.0,1.0,133.0,2.0,1->2,0.5934241796926478,588.0,17.0
0.001,single,1,0.0,0.0,156.0,1.0,0->1,0.6189508596721424,970.0,8.0
0.001,single,1,1.0,1.0,167.0,2.0,1->2,0.6062216878430855,588.0,6.0
0.001,single,1,0.0,0.0,176.0,1.0,0->1,0.6462045977864377,970.0,14.0
0.001,single,1,1.0,1.0,210.0,2.0,1->2,0.594292747321522,588.0,6.0
0.001,single,1,0.0,0.0,230.0,1.0,0->1,0.6195251176250618,970.0,13.0
0.001,single,1,1.0,1.0,264.0,2.0,1->2,0.5969271333071002,588.0,5.0
0.001,single,1,0.0,0.0,286.0,1.0,0->1,0.6388532716713284,970.0,18.0
0.001,single,1,1.0,1.0,297.0,2.0,1->2,0.6021597726049434,588.0,3.0
0.001,single,1,74.0,1.0,305.0,2.0,1->2,0.5620059014704104,12.0,10.0
0.001,single,1,0.0,0.0,324.0,1.0,0->1,0.6188894306770494,970.0,12.0
0.001,single,1,0.0,0.0,337.0,1.0,0->1,0.6282704280002093,970.0,15.0
0.001,single,1,0.0,0.0,345.0,1.0,0->1,0.6096283983693578,970.0,4.0
0.001,single,1,1.0,1.0,352.0,2.0,1->2,0.6257307018887575,588.0,15.0
0.001,single,1,286.0,1.0,388.0,2.0,1->2,0.5158042069828452,18.0,8.0
0.001,single,1,0.0,0.0,470.0,1.0,0->1,0.6182069412047863,970.0,11.0
0.001,single,1,1.0,1.0,490.0,2.0,1->2,0.6606457332438191,588.0,10.0
0.001,single,1,0.0,0.0,534.0,1.0,0->1,0.619375945490544,970.0,13.0
0.001,single,1,337.0,1.0,585.0,2.0,1->2,0.5419183030464534,15.0,8.0
0.001,single,1,1.0,1.0,587.0,2.0,1->2,0.6235856795080539,588.0,7.0
0.001,single,1,1.0,1.0,611.0,2.0,1->2,0.628437665086894,588.0,6.0
0.001,single,1,0.0,0.0,612.0,1.0,0->1,0.6002634324402031,970.0,6.0
0.001,single,1,68.0,1.0,718.0,2.0,1->2,0.5976450527736978,19.0,7.0
0.001,single,1,0.0,0.0,876.0,1.0,0->1,0.616187394129558,970.0,11.0
0.001,single,1,51.0,1.0,882.0,2.0,1->2,0.5205562287972106,14.0,9.0
0.001,single,1,0.0,0.0,943.0,1.0,0->1,0.5974358643699373,970.0,11.0
0.001,single,1,1.0,1.0,956.0,2.0,1->2,0.6154100551998828,588.0,6.0
0.001,single,1,1.0,1.0,969.0,2.0,1->2,0.6022192882944073,588.0,13.0
0.001,single,1,91.0,1.0,1011.0,2.0,1->2,0.5297469692310726,19.0,5.0
0.001,single,1,0.0,0.0,1068.0,1.0,0->1,0.6200509183285615,970.0,11.0
0.001,single,1,0.0,0.0,1218.0,1.0,0->1,0.608987741536092,970.0,5.0
0.001,single,1,1.0,1.0,1231.0,2.0,1->2,0.5752153196820595,588.0,9.0
0.001,single,1,1.0,1.0,1295.0,2.0,1->2,0.594959926908416,588.0,5.0
0.001,single,1,0.0,0.0,1308.0,1.0,0->1,0.6380666490527065,970.0,10.0
0.001,single,1,1308.0,1.0,1309.0,2.0,1->2,0.5211490093071298,10.0,6.0
0.001,single,1,156.0,1.0,1325.0,2.0,1->2,0.5399237020076357,8.0,8.0
0.001,single,1,0.0,0.0,1373.0,1.0,0->1,0.6397545639881633,970.0,12.0
0.001,single,1,62.0,1.0,1428.0,2.0,1->2,0.478271464654421,9.0,3.0
0.001,single,1,91.0,1.0,1436.0,2.0,1->2,0.5673876492842219,19.0,6.0
0.001,single,1,0.0,0.0,1474.0,1.0,0->1,0.5944271135041629,970.0,4.0
0.001,single,1,1.0,1.0,1609.0,2.0,1->2,0.5971353030949778,588.0,8.0
0.001,single,1,0.0,0.0,1702.0,1.0,0->1,0.6193230021121323,970.0,9.0
0.001,single,1,943.0,1.0,1704.0,2.0,1->2,0.532292553229674,11.0,7.0
0.001,single,1,612.0,1.0,1719.0,2.0,1->2,0.3603538381027579,6.0,1.0
0.001,single,1,337.0,1.0,1755.0,2.0,1->2,0.4540738951084051,15.0,4.0
0.001,single,1,0.0,0.0,1770.0,1.0,0->1,0.6188681118427105,970.0,11.0
0.001,single,1,0.0,0.0,1790.0,1.0,0->1,0.5890361432077946,970.0,4.0
0.001,single,1,0.0,0.0,1829.0,1.0,0->1,0.6163793218893574,970.0,8.0
0.001,single,1,534.0,1.0,1834.0,2.0,1->2,0.5102904189395644,13.0,2.0
0.001,single,1,1790.0,1.0,1860.0,2.0,1->2,0.4506377379133482,4.0,2.0
0.001,single,1,1.0,1.0,1865.0,2.0,1->2,0.6132318777281527,588.0,13.0
0.001,single,1,0.0,0.0,1914.0,1.0,0->1,0.6046893069303029,970.0,3.0
0.001,single,1,1373.0,1.0,1927.0,2.0,1->2,0.5162479326087973,12.0,4.0
0.001,single,1,1068.0,1.0,1941.0,2.0,1->2,0.5300314516707448,11.0,9.0
0.001,single,1,0.0,0.0,1961.0,1.0,0->1,0.6040472443499251,970.0,11.0
0.001,single,1,1961.0,1.0,1962.0,2.0,1->2,0.5381322754895503,11.0,4.0
0.001,single,1,62.0,1.0,1970.0,2.0,1->2,0.5146801553457763,9.0,4.0
0.001,single,1,1770.0,1.0,1984.0,2.0,1->2,0.5342112476842551,11.0,8.0
0.001,single,1,286.0,1.0,1995.0,2.0,1->2,0.520576891933432,18.0,6.0
0.001,single,1,0.0,0.0,2013.0,1.0,0->1,0.6184356780431598,970.0,7.0
0.001,single,1,2013.0,1.0,2014.0,2.0,1->2,0.4793185155377928,7.0,7.0
0.001,single,1,0.0,0.0,2024.0,1.0,0->1,0.6218920465089459,970.0,7.0
0.001,single,1,2024.0,1.0,2026.0,2.0,1->2,0.4748375090336547,7.0,4.0
0.001,single,1,2024.0,1.0,2058.0,2.0,1->2,0.4890932803611623,7.0,3.0
0.001,single,1,1.0,1.0,2062.0,2.0,1->2,0.6003499405803209,588.0,5.0
0.001,single,1,1218.0,1.0,2090.0,2.0,1->2,0.4486906993392185,5.0,5.0
0.001,single,1,176.0,1.0,2103.0,2.0,1->2,0.5281548330022463,14.0,3.0
0.001,single,1,0.0,0.0,2108.0,1.0,0->1,0.6211100742114571,970.0,8.0
0.001,single,1,2108.0,1.0,2109.0,2.0,1->2,0.5466164999507903,8.0,3.0
0.001,single,1,286.0,1.0,2112.0,2.0,1->2,0.5193069575520914,18.0,4.0
0.001,single,1,1.0,1.0,2118.0,2.0,1->2,0.6015726960742821,588.0,4.0
0.001,single,1,0.0,0.0,2150.0,1.0,0->1,0.6136954842889109,970.0,7.0
0.001,single,1,3.0,1.0,2155.0,2.0,1->2,0.3979036404789186,19.0,2.0
0.001,single,1,230.0,1.0,2182.0,2.0,1->2,0.5634465761377191,13.0,4.0
0.001,single,1,470.0,1.0,2224.0,2.0,1->2,0.5297385623332974,11.0,8.0
0.001,single,1,0.0,0.0,2252.0,1.0,0->1,0.6054433420442782,970.0,3.0
0.001,single,1,1702.0,1.0,2255.0,2.0,1->2,0.4194442532445536,9.0,3.0
0.001,single,1,324.0,1.0,2259.0,2.0,1->2,0.5368389206679837,12.0,4.0
0.001,single,1,1.0,1.0,2261.0,2.0,1->2,0.5821708256523291,588.0,5.0
0.001,single,1,876.0,1.0,2265.0,2.0,1->2,0.4525782444348702,11.0,5.0
0.001,single,1,68.0,1.0,2286.0,2.0,1->2,0.5264375364803396,19.0,5.0
0.001,single,1,1373.0,1.0,2290.0,2.0,1->2,0.5068095557590299,12.0,5.0
0.001,single,1,1.0,1.0,2305.0,2.0,1->2,0.5659259394800397,588.0,2.0
0.001,single,1,534.0,1.0,2308.0,2.0,1->2,0.5088332921652069,13.0,6.0
0.001,single,1,1474.0,1.0,2323.0,2.0,1->2,0.4180817854231412,4.0,4.0
0.001,single,1,176.0,1.0,2330.0,2.0,1->2,0.544664691008262,14.0,7.0
0.001,single,1,1914.0,1.0,2333.0,2.0,1->2,0.4640453157402036,3.0,2.0
0.001,single,1,2150.0,1.0,2335.0,2.0,1->2,0.4921817572279797,7.0,2.0
0.001,single,1,53.0,1.0,2339.0,2.0,1->2,0.5175756288688019,8.0,4.0
0.001,single,1,1.0,1.0,2342.0,2.0,1->2,0.5904747963703895,588.0,6.0
0.001,single,1,0.0,0.0,2347.0,1.0,0->1,0.5975182704323195,970.0,3.0
0.001,single,1,2347.0,1.0,2348.0,2.0,1->2,0.3394232380640326,3.0,3.0
0.001,single,1,68.0,1.0,2350.0,2.0,1->2,0.518797920819688,19.0,4.0
0.001,single,1,1.0,1.0,2352.0,2.0,1->2,0.5712755865991987,588.0,2.0
0.001,single,1,101.0,1.0,2357.0,2.0,1->2,0.4836263319097975,9.0,2.0
0.001,single,1,943.0,1.0,2358.0,2.0,1->2,0.4562012589905554,11.0,4.0
0.001,single,1,337.0,1.0,2361.0,2.0,1->2,0.5030819141664641,15.0,2.0
0.001,single,1,230.0,1.0,2376.0,2.0,1->2,0.5782070677084737,13.0,2.0
0.001,single,1,1961.0,1.0,2378.0,2.0,1->2,0.5056167665950307,11.0,6.0
0.001,single,1,1702.0,1.0,2380.0,2.0,1->2,0.4855847588062159,9.0,4.0
0.001,single,1,1373.0,1.0,2381.0,2.0,1->2,0.5003626935283363,12.0,3.0
0.001,single,1,20.0,1.0,2385.0,2.0,1->2,0.4716336682211249,5.0,4.0
0.001,single,1,534.0,1.0,2386.0,2.0,1->2,0.5495242587189705,13.0,4.0
0.001,single,1,876.0,1.0,2399.0,2.0,1->2,0.427431161173404,11.0,1.0
0.001,single,1,68.0,1.0,2402.0,2.0,1->2,0.5136559721470727,19.0,3.0
0.001,single,1,62.0,1.0,2407.0,2.0,1->2,0.4735289477850947,9.0,2.0
0.001,single,1,876.0,1.0,2412.0,2.0,1->2,0.4694403535903808,11.0,2.0
0.001,single,1,0.0,0.0,2414.0,1.0,0->1,0.6043295651228773,970.0,5.0
0.001,single,1,20.0,1.0,2417.0,2.0,1->2,0.4778972029206252,5.0,1.0
0.001,single,1,51.0,1.0,2424.0,2.0,1->2,0.4130783139076946,14.0,2.0
0.001,single,1,2414.0,1.0,2428.0,2.0,1->2,0.5068848644904994,5.0,5.0
0.001,single,1,1702.0,1.0,2431.0,2.0,1->2,0.380492300412708,9.0,2.0
0.001,single,1,324.0,1.0,2432.0,2.0,1->2,0.5546953765330485,12.0,8.0
0.001,single,1,2252.0,1.0,2434.0,2.0,1->2,0.4189227988734647,3.0,3.0
0.001,single,1,345.0,1.0,2437.0,2.0,1->2,0.4227703656744948,4.0,3.0
0.001,single,1,101.0,1.0,2440.0,2.0,1->2,0.4942724336106255,9.0,4.0
0.001,single,1,51.0,1.0,2441.0,2.0,1->2,0.4399941913314349,14.0,1.0
0.001,single,1,1829.0,1.0,2442.0,2.0,1->2,0.4354915842884892,8.0,2.0
0.001,single,1,2150.0,1.0,2445.0,2.0,1->2,0.4226591753305371,7.0,2.0
0.001,single,1,1829.0,1.0,2449.0,2.0,1->2,0.4184728106294149,8.0,4.0
0.001,single,1,2108.0,1.0,2452.0,2.0,1->2,0.4831275150891875,8.0,4.0
0.001,single,1,345.0,1.0,2455.0,2.0,1->2,0.3196430419790143,4.0,1.0
0.001,single,1,230.0,1.0,2456.0,2.0,1->2,0.564973909652421,13.0,5.0
0.001,single,1,1308.0,1.0,2459.0,2.0,1->2,0.540786459990643,10.0,4.0
0.001,single,1,2150.0,1.0,2461.0,2.0,1->2,0.4369368179302339,7.0,3.0
0.001,single,1,1.0,1.0,2462.0,2.0,1->2,0.5813267397831192,588.0,4.0
0.001,single,1,470.0,1.0,2463.0,2.0,1->2,0.5223876170090684,11.0,2.0
0.001,single,1,1770.0,1.0,2467.0,2.0,1->2,0.4671823720155676,11.0,3.0
0.001,single,1,1829.0,1.0,2469.0,2.0,1->2,0.3721567258358755,8.0,2.0
0.001,single,1,876.0,1.0,2470.0,2.0,1->2,0.4881145432843995,11.0,3.0
0.001,single,1,612.0,1.0,2471.0,2.0,1->2,0.3711035293513928,6.0,2.0
0.001,single,1,101.0,1.0,2472.0,2.0,1->2,0.5308865982281129,9.0,3.0
0.001,single,1,3.0,1.0,2478.0,2.0,1->2,0.4175825677202445,19.0,1.0
0.001,single,1,51.0,1.0,2481.0,2.0,1->2,0.4360120876908089,14.0,1.0
0.001,single,1,91.0,1.0,2482.0,2.0,1->2,0.5648771430743682,19.0,7.0
0.001,single,1,1961.0,1.0,2483.0,2.0,1->2,0.4482131150912436,11.0,1.0
